AGEP,SEX,SCHL,MAR,OCCP,WKHP,COW,CIT,RAC1P,DIS,HICOV,NATIVITY,income_label
43,1,19,1,3870,40,4,1,1,2,1,1,1
52,2,21,5,5940,35,4,1,1,2,1,1,0
55,2,20,3,4840,40,1,1,1,2,1,1,1
21,2,19,5,2350,20,1,1,1,2,1,1,0
38,1,20,5,7420,45,1,1,1,2,1,1,1
54,2,22,1,2310,40,4,5,1,2,1,2,1
59,1,21,1,10,40,7,5,1,2,1,2,1
32,2,16,5,5240,45,7,5,6,2,1,2,0
46,2,19,1,2545,40,3,1,1,2,1,1,0
6,2,3,5,4120,40,1,5,1,2,1,2,0
61,2,20,1,4120,40,1,1,1,2,1,1,0
59,1,18,1,310,40,7,1,1,2,1,1,1
44,2,10,1,120,40,1,4,6,2,1,2,1
50,1,21,1,10,50,1,4,6,2,1,2,1
10,1,6,5,4120,40,1,1,1,2,1,1,0
1,2,18,5,4120,40,1,1,1,2,2,1,0
73,1,19,1,4120,40,1,1,1,2,1,1,1
67,2,19,1,4120,40,1,1,1,2,1,1,0
76,1,22,1,4120,40,1,1,1,2,1,1,1
66,1,21,1,10,60,1,1,1,2,1,1,1
50,1,22,1,4700,50,1,1,1,2,1,1,1
24,2,21,5,52,55,1,1,1,2,1,1,1
82,1,18,1,4120,40,1,1,1,1,1,1,0
36,2,19,1,5740,40,1,1,1,2,1,1,1
82,1,16,1,4120,40,1,1,1,1,1,1,0
28,1,11,1,6050,84,1,5,1,2,2,2,0
13,1,9,5,4120,40,1,1,1,2,1,1,0
61,2,23,1,3090,2,6,4,1,2,1,2,0
63,2,19,1,4800,55,1,1,8,2,1,1,1
8,2,5,5,4120,40,1,1,2,2,1,1,0
8,1,4,5,4120,40,1,1,1,2,1,1,0
54,2,22,1,2360,60,4,1,1,2,1,1,1
15,2,12,5,4120,40,1,1,1,2,1,1,0
9,1,5,5,4120,40,1,1,1,2,1,1,0
88,2,20,2,4965,40,1,4,1,1,1,2,0
11,1,7,5,4120,40,1,1,3,2,2,1,0
29,1,18,3,9645,45,1,1,1,2,1,1,0
1,2,18,5,4120,40,1,1,1,2,1,1,0
59,2,21,1,4120,40,1,1,1,1,1,1,0
65,1,16,1,4120,40,1,4,9,1,1,2,0
37,1,15,3,6950,40,2,1,1,2,1,1,1
54,1,19,1,3802,40,3,4,1,2,1,2,1
62,2,21,1,2310,40,4,1,1,2,1,1,1
66,2,19,3,3645,40,2,1,1,2,1,1,0
71,1,19,1,3930,40,1,1,1,2,1,1,0
6,2,3,5,4120,40,1,1,9,2,1,1,0
21,2,19,5,4110,20,1,1,1,2,1,1,0
36,2,16,5,4120,40,1,1,3,2,1,1,0
5,2,1,5,4120,40,1,1,3,2,1,1,0
53,2,19,1,4120,40,1,1,1,2,1,1,0
22,1,20,5,800,20,1,1,1,2,1,1,0
4,1,1,5,4120,40,1,1,1,2,2,1,0
4,2,2,5,4120,40,1,5,1,2,1,2,0
88,2,19,1,4120,40,1,1,1,1,1,1,0
76,1,17,1,6260,10,1,1,1,2,1,1,0
2,2,18,5,4120,40,1,1,1,2,1,1,0
49,1,20,1,1108,10,6,5,1,2,2,2,0
13,2,10,5,4120,40,1,1,1,2,1,1,0
21,2,16,5,440,34,1,1,1,2,1,1,0
47,1,15,1,4510,50,7,4,6,2,1,2,0
18,2,19,5,4120,40,1,1,6,2,1,1,0
36,1,20,5,2320,40,3,1,1,2,1,1,0
34,2,11,5,4120,40,1,5,1,2,2,2,0
25,1,15,5,7700,60,1,1,5,2,1,1,0
54,1,19,1,3515,55,7,1,1,2,2,1,1
31,1,16,5,2016,35,2,1,1,1,1,1,1
12,2,8,5,4120,40,1,1,1,2,1,1,0
26,1,18,5,750,40,1,1,8,2,1,1,0
93,2,16,2,4120,40,1,1,1,2,1,1,0
81,2,12,1,4120,40,1,1,1,2,1,1,0
52,1,23,3,3050,40,2,1,1,2,1,1,1
3,2,1,5,4120,40,1,1,9,2,1,1,0
44,2,19,1,4230,6,6,1,1,2,1,1,0
42,1,16,4,4220,40,1,1,1,2,2,1,1
34,2,19,3,3421,35,1,1,1,2,1,1,0
58,1,14,3,6410,40,1,1,1,2,1,1,0
33,1,18,5,3802,50,5,1,1,2,1,1,0
19,1,18,5,7750,40,2,1,1,2,1,1,0
2,1,18,5,4120,40,1,1,1,2,2,1,0
57,2,21,1,230,8,2,1,1,2,1,1,0
71,2,16,3,5120,40,6,4,1,1,1,2,0
78,2,16,1,4120,40,1,1,1,2,1,1,0
20,2,16,5,4621,7,1,1,1,2,1,1,0
61,1,16,1,4120,40,1,1,3,1,1,1,0
26,1,21,5,4120,40,1,1,3,2,2,1,0
26,2,15,5,3645,40,2,1,1,2,1,1,0
17,2,14,5,4720,5,1,1,1,2,1,1,0
84,2,17,2,4120,40,1,1,1,2,1,1,0
41,1,16,3,4700,40,1,5,1,1,1,2,0
59,2,20,1,2320,35,1,1,2,2,1,1,0
56,2,22,3,2310,40,4,1,1,2,1,1,0
10,1,8,5,4120,40,1,1,8,2,1,1,0
69,1,22,1,5540,55,5,1,1,2,1,1,1
42,1,21,1,4810,45,6,4,1,2,1,2,0
11,2,8,5,4120,40,1,1,1,2,1,1,0
23,1,16,5,5310,40,1,1,1,2,1,1,0
78,1,19,1,3930,40,7,1,1,2,1,1,0
68,2,16,1,4120,40,1,1,9,1,1,1,0
27,1,19,1,120,50,1,1,1,2,1,1,1
54,1,20,1,8225,40,1,4,6,2,1,2,0
63,2,19,3,3602,15,4,1,1,2,1,1,0
35,1,21,5,150,45,1,1,1,2,1,1,1
33,2,16,5,4700,50,1,1,1,1,1,1,0
14,1,11,5,4120,40,1,1,1,2,1,1,0
42,1,21,5,5940,40,1,1,1,2,1,1,0
76,2,22,1,2752,25,2,1,1,2,1,1,0
25,1,19,5,4251,40,1,5,1,2,2,2,0
66,2,21,1,120,20,6,1,1,2,1,1,1
69,1,16,1,705,35,6,1,1,2,1,1,1
14,2,11,5,4120,40,1,1,1,1,1,1,0
37,1,22,1,1610,50,5,1,1,2,1,1,0
37,1,19,3,9130,60,1,1,1,2,1,1,1
37,1,12,2,4120,40,1,1,3,2,1,1,0
42,2,16,1,4120,40,1,1,3,2,1,1,0
18,1,14,5,4120,40,1,1,3,2,1,1,0
2,1,18,5,4120,40,1,1,3,2,1,1,0
66,2,20,1,4120,40,1,1,1,1,1,1,0
74,2,20,1,4120,40,1,4,1,2,1,2,0
16,1,12,5,4120,40,1,1,1,2,1,1,0
57,1,21,3,9130,48,1,1,1,2,1,1,0
11,1,7,5,4120,40,1,1,1,2,1,1,0
50,2,21,5,5000,15,1,1,1,2,1,1,0
64,1,19,1,440,40,1,1,1,2,1,1,0
56,2,17,1,4350,25,1,1,1,2,1,1,0
28,1,21,1,4710,40,1,1,1,2,1,1,1
45,1,19,5,4760,40,1,1,1,2,1,1,0
26,1,21,5,2205,40,4,1,1,1,1,1,0
67,2,22,3,2205,40,1,1,1,2,1,1,0
3,1,2,5,4120,40,1,1,1,2,1,1,0
2,1,18,5,4120,40,1,1,1,2,1,1,0
9,1,6,5,4120,40,1,1,1,2,1,1,0
4,1,1,5,4120,40,1,1,1,2,1,1,0
57,1,20,1,5940,20,3,1,1,2,1,1,1
65,2,19,3,4830,60,1,1,1,2,1,1,0
16,2,13,5,4120,40,1,5,2,2,1,2,0
3,1,1,5,4120,40,1,1,2,2,1,1,0
42,1,20,5,310,30,7,1,2,2,1,1,0
64,1,15,1,10,50,7,5,1,2,1,2,1
61,2,16,1,10,40,7,5,1,2,1,2,1
37,1,21,1,1006,40,1,1,1,2,1,1,1
71,2,19,1,4120,40,1,1,1,2,1,1,0
46,1,19,3,1108,40,1,1,1,1,1,1,1
8,1,5,5,4120,40,1,1,1,2,1,1,0
79,2,16,1,4120,40,1,1,1,1,1,1,0
74,1,19,2,4120,40,1,1,1,2,1,1,0
14,2,11,5,4120,40,1,1,1,2,1,1,0
9,2,7,5,4120,40,1,1,1,2,1,1,0
36,2,18,5,1108,40,5,1,2,2,1,1,0
53,1,17,1,4140,60,1,5,6,2,2,2,0
51,2,1,1,5860,30,5,5,1,2,1,2,0
53,2,16,5,4120,40,1,1,3,2,1,1,0
71,2,16,1,4120,40,1,1,1,2,1,1,0
3,2,1,5,4120,40,1,1,1,2,1,1,0
75,2,19,1,4120,40,1,1,1,2,1,1,0
83,2,18,3,4120,40,1,1,1,1,1,1,0
16,1,13,5,230,35,3,1,1,2,1,1,0
56,1,17,1,4120,40,1,1,1,1,1,1,0
1,1,18,5,4120,40,1,1,1,2,1,1,0
2,2,18,5,4120,40,1,1,1,2,1,1,0
53,2,19,1,2545,29,3,1,1,2,1,1,0
24,2,16,1,4110,50,4,5,6,2,1,2,0
58,2,16,3,5710,40,4,1,1,2,1,1,0
49,2,18,1,8740,40,1,1,1,2,1,1,0
17,1,14,5,4120,40,1,1,1,2,1,1,0
55,2,21,3,5120,50,1,1,1,2,1,1,1
76,1,23,1,4120,40,1,1,1,2,1,1,0
18,2,14,5,4120,40,1,1,1,2,1,1,0
29,1,18,5,5240,40,1,1,1,2,1,1,0
73,1,16,2,4120,40,1,1,3,1,1,1,0
56,2,23,3,2310,55,3,1,1,1,1,1,0
80,1,22,1,2006,20,1,1,1,2,1,1,1
49,1,18,1,4850,40,1,1,6,2,1,1,1
48,1,16,5,4120,40,1,1,1,2,1,1,0
65,2,21,1,810,20,6,1,1,1,1,1,1
18,2,16,5,4720,30,1,1,1,2,1,1,0
63,2,19,1,5600,40,1,1,1,2,1,1,1
73,2,22,1,4120,40,1,1,1,2,1,1,0
62,2,16,1,6260,15,1,1,1,2,2,1,0
33,1,22,1,800,45,1,1,1,2,1,1,1
10,2,6,5,4120,40,1,1,1,2,1,1,0
23,1,16,5,6260,40,1,1,1,2,1,1,0
21,1,19,5,4110,20,1,1,1,2,1,1,0
62,1,19,3,3602,35,1,1,1,2,1,1,0
81,2,21,1,4120,40,1,1,1,1,1,1,0
4,1,2,5,4120,40,1,1,1,2,1,1,0
50,1,14,1,6260,35,6,5,8,2,2,2,0
67,1,20,1,5110,20,2,1,1,2,1,1,0
76,2,16,1,310,45,1,1,1,2,1,1,0
42,1,19,1,3930,40,5,1,1,2,1,1,1
74,1,19,3,7340,15,1,1,1,1,1,1,0
43,1,19,1,20,40,1,1,1,2,1,1,1
36,1,21,1,2840,40,1,1,1,2,1,1,1
1,1,18,5,4120,40,1,1,1,2,1,1,0
64,1,17,3,4120,40,1,1,1,2,1,1,0
37,2,22,1,4120,40,1,5,6,2,2,2,0
47,1,22,1,2310,40,3,1,1,1,1,1,0
58,1,16,3,4220,40,1,1,8,1,1,1,0
93,1,21,1,4120,40,1,1,1,2,1,1,1
40,2,21,3,5220,40,3,1,1,1,1,1,0
27,2,21,5,51,40,6,1,1,2,1,1,0
4,2,2,5,4120,40,1,1,9,2,1,1,0
51,2,21,3,8740,40,3,1,1,2,1,1,1
63,2,20,1,5000,50,1,1,1,2,1,1,0
9,1,5,5,4120,40,1,1,1,2,1,1,0
7,1,4,5,4120,40,1,1,1,2,1,1,0
53,2,19,1,220,50,1,1,1,2,1,1,1
27,2,16,1,6050,40,1,1,1,2,1,1,0
19,2,16,5,5810,40,1,1,1,2,2,1,0
14,2,10,5,4120,40,1,1,6,2,1,1,0
44,2,21,1,9920,40,9,5,1,2,2,2,0
2,1,18,5,4120,40,1,1,1,2,1,1,0
62,1,12,1,4120,40,1,1,1,2,1,1,0
18,1,18,5,5300,20,1,1,1,2,1,1,0
24,1,21,1,136,30,1,1,1,2,2,1,0
42,2,21,1,3255,40,1,1,1,2,1,1,1
26,2,12,5,4700,40,1,1,9,2,2,1,1
50,2,21,3,2002,7,3,1,1,2,1,1,0
2,2,18,5,4120,40,1,1,1,2,1,1,0
59,1,19,1,4700,40,1,1,1,2,1,1,0
64,2,16,1,4700,40,1,1,1,2,1,1,0
20,2,16,5,4120,40,1,1,9,2,1,1,0
68,2,20,2,3255,40,5,1,1,2,1,1,1
61,1,20,1,2360,36,1,1,1,2,1,1,1
54,2,20,1,2905,40,1,1,1,2,1,1,0
2,2,18,5,4120,40,1,1,2,2,2,1,0
34,1,21,1,910,40,1,1,1,2,1,1,1
48,2,19,3,4840,40,1,1,1,2,1,1,1
76,1,24,1,4120,40,1,1,1,2,1,1,1
78,1,18,1,1410,40,7,1,1,1,1,1,1
93,2,16,2,4120,40,1,1,8,1,1,1,0
74,2,16,1,4120,40,1,4,1,2,1,2,0
47,2,21,1,4120,40,1,1,1,1,1,1,0
18,1,14,5,4120,40,1,1,1,2,1,1,0
80,1,19,3,4120,40,1,1,1,2,1,1,0
79,1,16,3,4120,40,1,1,2,2,1,1,0
61,1,19,5,4850,15,2,1,1,2,2,1,0
76,1,21,1,4120,40,1,1,1,2,1,1,1
28,2,16,1,4510,40,1,1,1,2,1,1,0
88,2,16,1,4120,40,1,1,1,1,1,1,0
67,1,21,1,1360,30,1,1,1,2,1,1,1
52,2,15,3,4850,50,1,1,8,2,1,1,0
50,2,15,1,4120,40,1,4,8,1,1,2,0
15,1,13,5,4120,40,1,1,2,2,1,1,0
45,1,21,1,230,50,2,1,1,2,1,1,1
75,2,13,2,4120,40,1,1,1,1,1,1,0
51,2,19,1,51,23,1,1,1,2,2,1,0
68,1,19,3,4120,40,1,1,1,2,1,1,0
72,1,16,1,4120,40,1,1,3,1,1,1,0
29,2,19,5,630,40,1,1,1,2,1,1,0
44,1,15,5,6230,35,1,1,1,2,1,1,0
25,2,16,5,3645,40,1,1,1,2,1,1,0
56,2,14,2,4600,30,4,1,3,2,1,1,0
47,2,16,1,5740,30,1,1,1,2,1,1,0
23,2,16,5,5310,40,1,1,3,2,1,1,0
3,1,1,5,4120,40,1,1,3,2,1,1,0
38,1,18,1,6660,35,1,1,1,2,1,1,1
62,2,19,1,4600,40,3,1,1,2,1,1,0
3,1,2,5,4120,40,1,1,3,2,1,1,0
52,2,1,5,4230,40,1,5,1,2,1,2,0
72,1,21,3,4120,40,1,1,1,1,1,1,0
28,2,15,5,2205,25,4,1,8,2,1,1,0
75,1,20,3,2360,40,1,1,1,2,1,1,0
23,1,19,3,3602,30,1,1,1,2,2,1,0
71,2,21,1,4120,40,1,1,1,2,1,1,0
20,1,19,5,1065,20,1,1,1,2,1,1,0
69,2,13,1,4220,2,2,1,1,2,1,1,0
80,1,16,1,4120,40,1,1,1,2,1,1,0
29,1,16,5,4120,40,1,1,3,2,2,1,0
50,2,19,3,2025,55,2,1,1,1,1,1,1
80,1,15,1,4120,40,1,1,1,2,1,1,0
77,1,16,1,4120,40,1,1,1,2,1,1,0
33,2,22,1,3255,40,1,1,1,2,2,1,1
23,1,18,5,5240,40,1,1,1,2,1,1,0
48,1,21,3,9620,30,1,1,1,2,1,1,0
63,2,19,2,4720,40,1,1,2,1,1,1,0
13,1,11,5,4120,40,1,1,9,2,1,1,0
17,2,13,5,4120,40,1,1,3,2,1,1,0
2,1,18,5,4120,40,1,1,1,2,1,1,0
46,2,22,5,10,65,2,1,1,1,1,1,1
26,1,21,5,3870,40,5,1,1,2,1,1,1
22,2,21,5,3160,20,1,1,1,2,1,1,0
23,1,1,1,6230,8,1,1,1,2,1,1,0
69,1,20,3,4220,10,2,4,1,1,1,2,0
37,1,16,5,4110,35,1,1,1,2,2,1,1
28,2,22,1,800,35,1,1,1,2,1,1,0
58,2,21,1,800,40,1,5,1,2,1,2,0
59,1,21,1,4850,60,6,1,1,2,1,1,0
67,2,19,2,4120,40,1,1,1,2,1,1,0
61,2,16,1,2435,40,3,1,1,2,1,1,0
54,1,22,1,705,40,2,3,1,2,1,1,1
67,1,16,1,4760,20,1,4,1,2,1,2,0
11,1,7,5,4120,40,1,1,1,2,1,1,0
67,2,21,1,3645,40,1,4,1,2,1,2,1
79,1,16,2,4120,40,1,1,1,2,1,1,0
31,2,20,1,3602,15,1,1,1,2,1,1,0
77,2,11,1,4120,40,1,1,1,2,1,1,0
70,2,16,3,4400,40,2,1,1,2,1,1,0
21,1,16,5,630,55,1,1,1,2,1,1,1
32,2,17,1,4020,40,1,1,3,2,2,1,0
56,2,16,1,5610,30,1,4,1,2,2,2,0
71,2,21,3,4120,40,1,1,1,2,1,1,1
58,2,16,1,5240,40,2,4,1,2,1,2,1
14,1,10,5,4120,40,1,1,1,2,1,1,0
12,1,9,5,4120,40,1,1,1,2,1,1,0
51,2,19,3,800,50,1,4,6,2,1,2,1
38,1,22,1,1710,40,5,1,1,2,1,1,1
36,2,22,1,2004,15,1,1,1,2,1,1,0
18,2,14,5,5240,40,1,1,1,2,1,1,0
69,1,19,1,1050,40,1,1,1,1,1,1,0
81,2,19,2,4120,40,1,1,1,2,1,1,1
56,1,16,1,4850,40,6,3,1,2,1,1,1
16,1,12,5,4120,40,1,1,1,2,1,1,0
68,1,11,1,4120,40,1,5,1,1,1,2,0
16,1,14,5,4120,40,1,1,1,2,1,1,0
12,1,10,5,4120,40,1,1,1,2,1,1,0
27,1,18,1,7340,50,5,1,1,2,1,1,0
89,2,21,1,4120,40,1,1,1,1,1,1,0
48,2,16,4,5400,40,1,1,9,2,1,1,0
39,2,19,1,2545,36,3,1,1,2,1,1,0
34,1,20,1,800,3,6,1,1,2,2,1,0
64,2,19,1,3603,36,1,1,1,2,1,1,0
16,2,13,5,2545,18,2,1,1,2,1,1,0
93,2,1,4,4120,40,1,4,9,1,1,2,0
40,1,11,5,6260,40,1,5,9,1,1,2,0
19,1,14,5,4120,40,1,1,1,2,1,1,0
30,2,22,5,2205,3,2,1,1,1,1,1,0
10,1,6,5,4120,40,1,1,3,2,1,1,0
27,2,15,5,5110,10,1,5,1,2,1,2,0
18,2,18,5,4120,40,1,1,1,2,1,1,0
59,1,16,1,6765,40,1,1,8,1,1,1,0
37,2,21,1,4120,40,1,1,1,2,1,1,0
70,1,20,2,530,40,2,1,1,2,1,1,1
29,1,16,5,4140,40,1,1,3,2,1,1,0
39,1,19,1,4850,40,1,1,1,2,1,1,1
9,2,6,5,4120,40,1,3,6,2,1,1,0
5,2,2,5,4120,40,1,1,6,2,1,1,0
48,1,22,1,230,50,3,1,1,2,1,1,1
6,1,4,5,4120,40,1,1,1,2,1,1,0
5,1,2,5,4120,40,1,1,1,2,1,1,0
11,2,8,5,4120,40,1,1,1,2,2,1,0
10,2,7,5,4120,40,1,1,1,2,2,1,0
55,1,21,1,4710,40,1,1,1,2,2,1,0
3,2,1,5,4120,40,1,1,3,2,1,1,0
36,1,23,1,1430,45,1,1,1,2,1,1,1
72,2,19,2,4120,40,1,1,1,1,1,1,0
41,1,22,1,102,55,1,1,1,2,1,1,1
13,2,9,5,4120,40,1,1,1,2,1,1,0
35,1,16,3,6200,48,1,1,1,2,1,1,1
52,2,21,1,5240,8,1,1,1,2,1,1,0
32,1,12,1,4251,40,6,5,1,2,1,2,1
80,2,19,3,4120,40,1,1,1,2,1,1,0
70,1,22,1,10,40,1,1,1,2,1,1,0
38,1,20,5,5240,40,1,1,2,2,1,1,0
54,1,22,1,700,40,5,1,1,1,1,1,1
69,2,18,1,4120,40,1,1,1,2,1,1,0
93,2,19,2,4120,40,1,1,1,1,1,1,0
29,1,18,1,4710,70,1,1,1,2,1,1,1
1,2,18,5,4120,40,1,1,1,2,1,1,0
77,2,21,2,4120,40,1,1,1,2,1,1,0
74,1,22,1,4120,40,1,1,1,2,1,1,1
93,2,16,1,4120,40,1,1,1,1,1,1,0
85,2,22,1,4120,40,1,5,1,2,1,2,0
56,2,20,1,3255,18,1,1,1,2,1,1,0
43,1,20,1,1430,8,1,1,1,2,1,1,1
15,1,13,5,4120,40,1,1,1,2,1,1,0
35,2,18,5,5410,40,1,1,1,2,1,1,1
14,2,11,5,4120,40,1,1,8,2,1,1,0
10,2,7,5,4120,40,1,1,1,2,2,1,0
29,1,18,5,3930,40,2,1,1,2,1,1,0
27,1,21,5,1050,40,1,1,2,2,1,1,0
57,2,17,1,4720,40,1,1,1,2,1,1,0
28,1,22,5,735,40,1,1,1,2,1,1,0
52,1,16,1,4000,99,7,1,1,2,1,1,1
3,2,1,5,4120,40,1,1,1,2,1,1,0
12,2,10,5,4120,40,1,1,2,2,1,1,0
57,2,22,1,705,40,2,1,1,2,1,1,1
27,2,18,5,9620,18,2,1,1,2,1,1,0
51,2,23,1,4120,40,1,1,1,2,1,1,0
50,2,16,5,4230,30,1,5,1,2,2,2,0
11,1,9,5,4120,40,1,1,1,2,2,1,0
19,1,16,5,6950,40,1,1,1,2,1,1,1
46,1,19,1,220,60,1,1,1,2,1,1,1
79,2,18,2,4120,40,1,1,1,1,1,1,0
37,2,16,3,5610,40,1,1,1,2,1,1,0
51,2,19,5,5240,40,7,1,3,1,1,1,0
11,1,8,5,4120,40,1,1,1,2,1,1,0
40,2,12,1,8225,40,1,1,1,2,1,1,0
57,2,18,1,5740,40,1,5,1,1,1,2,0
43,1,19,1,4700,40,1,1,1,2,1,1,1
14,1,12,5,4120,40,1,1,9,2,1,1,0
78,2,22,2,4120,40,1,1,1,2,1,1,1
20,2,19,5,2722,15,2,1,1,2,1,1,0
63,1,21,1,6355,55,7,1,1,2,1,1,1
60,1,19,5,3930,40,1,1,1,1,2,1,0
9,1,6,5,4120,40,1,1,1,2,1,1,0
47,2,19,3,4120,40,1,1,1,2,1,1,0
40,1,21,1,4000,40,1,4,1,2,1,2,1
11,1,8,5,4120,40,1,1,1,2,1,1,0
28,2,21,1,2751,35,1,1,1,2,1,1,0
32,1,21,1,1021,40,1,1,1,2,1,1,1
29,1,16,5,2910,40,1,5,1,2,1,2,0
67,1,24,3,3090,60,4,1,1,2,1,1,1
4,1,3,5,4120,40,1,1,1,2,2,1,0
36,2,23,1,3110,40,1,1,1,2,1,1,1
3,2,1,5,4120,40,1,1,1,2,1,1,0
79,2,19,2,4120,40,1,1,1,1,1,1,0
6,1,4,5,4120,40,1,1,9,2,1,1,0
43,1,16,3,7200,48,1,1,1,2,1,1,0
25,1,21,5,3930,40,6,1,9,2,1,1,0
1,2,18,5,4120,40,1,1,1,2,2,1,0
9,2,7,5,4120,40,1,1,3,2,1,1,0
50,1,16,5,9130,40,1,5,8,1,1,2,0
7,2,3,5,4120,40,1,1,1,2,1,1,0
24,2,21,1,5240,40,1,1,1,2,1,1,0
15,1,13,5,4120,40,1,1,1,2,1,1,0
32,2,21,1,5240,40,1,1,1,2,1,1,1
76,1,16,5,4120,40,1,1,1,2,1,1,0
29,1,16,5,9130,35,1,1,9,1,1,1,0
61,1,19,1,300,50,1,1,1,2,1,1,1
75,1,19,1,4600,40,3,1,1,2,1,1,0
63,1,22,1,800,15,6,1,1,2,1,1,0
69,2,20,1,2545,40,3,1,1,2,1,1,0
28,2,19,5,4040,30,1,1,1,2,2,1,0
56,2,20,1,8350,40,6,5,6,2,1,2,0
20,2,12,5,5740,40,1,5,1,2,1,2,0
61,1,17,3,5240,32,1,4,1,2,1,2,0
43,2,21,5,4120,40,1,1,1,2,1,1,0
36,1,19,1,310,45,7,1,1,2,1,1,1
7,2,4,5,4120,40,1,1,1,2,1,1,0
9,2,6,5,4120,40,1,1,1,2,1,1,0
65,2,20,1,4120,40,1,1,1,2,1,1,0
67,1,19,1,2910,15,6,1,1,2,1,1,0
15,2,11,5,4120,40,1,1,8,2,1,1,0
4,1,1,5,4120,40,1,1,8,2,1,1,0
74,2,19,2,4040,20,2,1,1,2,1,1,0
27,2,20,5,5350,45,1,1,1,2,1,1,0
10,1,7,5,4120,40,1,1,3,2,1,1,0
59,1,23,3,2100,50,7,1,1,2,1,1,1
46,2,21,1,800,40,1,4,6,2,1,2,1
16,1,14,5,4120,40,1,1,1,2,1,1,0
9,1,5,5,4120,40,1,1,1,2,1,1,0
75,1,21,1,1440,40,1,1,1,2,1,1,0
15,1,12,5,4120,40,1,1,1,2,1,1,0
25,2,21,5,2310,40,4,1,1,2,1,1,0
24,2,21,5,3603,30,1,1,1,2,1,1,0
23,2,19,5,4110,20,1,1,1,2,1,1,0
6,2,3,5,4120,40,1,1,1,2,1,1,0
16,1,13,5,4720,40,1,1,8,2,1,1,0
85,2,17,1,4120,40,1,1,1,1,1,1,0
42,1,20,1,1450,40,1,1,1,2,1,1,1
38,2,22,4,2002,40,1,1,1,1,1,1,1
40,2,16,1,4521,30,6,4,6,2,1,2,0
17,2,14,5,4120,40,1,1,1,2,1,1,0
15,1,12,5,4120,40,1,1,1,2,1,1,0
61,1,18,1,8140,40,1,1,2,1,1,1,0
21,2,18,5,4760,32,1,1,2,2,2,1,0
23,1,16,5,4840,25,1,1,3,2,1,1,0
13,2,10,5,4120,40,1,1,8,2,1,1,0
49,2,15,1,5240,40,1,1,1,2,1,1,0
66,2,19,1,2310,40,1,1,1,2,1,1,0
26,2,18,5,5100,40,1,1,1,2,1,1,0
66,1,21,3,726,40,2,1,1,2,1,1,0
8,2,4,5,4120,40,1,1,1,1,1,1,0
39,2,21,5,1108,42,1,1,1,2,1,1,0
49,2,21,1,2014,40,5,1,8,2,1,1,1
66,2,21,1,5550,20,1,1,1,2,1,1,0
64,1,21,1,9142,36,6,1,1,2,1,1,0
71,1,21,3,4120,40,1,1,1,2,1,1,1
11,2,8,5,4120,40,1,1,1,2,1,1,0
59,1,17,2,9130,40,1,1,1,2,2,1,0
61,2,21,3,230,50,4,1,1,2,1,1,1
18,2,17,5,4120,40,1,1,9,2,1,1,0
40,1,17,1,1551,40,1,5,8,1,1,2,0
15,1,11,5,4120,40,1,1,9,2,1,1,0
60,2,21,5,5522,40,1,1,1,2,1,1,0
4,1,2,5,4120,40,1,1,1,2,1,1,0
54,2,19,1,4230,40,1,5,1,2,1,2,0
21,1,18,5,4140,20,1,1,2,2,1,1,0
55,2,23,3,800,60,7,1,1,2,1,1,1
29,1,19,5,1050,40,1,1,1,2,1,1,0
48,2,19,3,350,50,2,1,1,2,1,1,1
26,2,19,5,4120,40,1,1,1,2,1,1,0
54,1,21,1,1108,40,2,4,1,1,1,2,0
59,2,19,1,2320,40,3,1,1,2,1,1,0
42,2,22,1,2300,45,2,1,1,2,1,1,0
32,2,14,4,4120,40,1,1,3,1,1,1,0
25,2,18,5,5400,32,3,1,3,2,1,1,0
68,1,20,1,9122,40,1,1,2,1,1,1,0
7,2,3,5,4120,40,1,1,1,2,2,1,0
27,2,20,5,4120,40,1,1,1,1,1,1,0
26,1,17,5,4130,40,1,1,1,2,1,1,0
60,2,20,3,4120,40,1,1,1,1,1,1,0
50,2,17,5,4720,40,1,1,3,2,1,1,0
78,1,22,1,2310,40,1,1,1,2,1,1,1
76,1,19,1,5120,40,2,4,1,2,1,2,0
46,2,23,1,3090,50,7,1,1,2,1,1,1
23,1,16,5,6520,40,1,4,9,2,2,2,0
36,2,21,1,5240,40,1,1,1,2,1,1,1
14,2,11,5,4120,40,1,1,1,2,1,1,0
10,1,7,5,4120,40,1,1,1,2,1,1,0
19,2,16,5,4020,30,1,1,9,2,1,1,0
64,2,21,1,4120,40,1,1,1,2,1,1,1
32,1,15,5,1460,40,1,4,1,2,2,2,1
15,2,13,5,4120,40,1,1,1,2,1,1,0
55,1,16,1,9130,70,6,1,1,2,2,1,1
59,2,17,1,4230,40,1,1,1,1,2,1,0
18,2,16,5,4760,30,1,1,1,2,2,1,0
11,1,9,5,4120,40,1,1,1,2,2,1,0
8,2,3,5,4120,40,1,1,2,2,1,1,0
50,1,24,1,1410,40,1,5,6,2,1,2,1
71,2,21,2,3255,40,1,1,1,2,1,1,1
53,1,19,1,3423,50,1,1,1,2,1,1,1
17,1,14,5,4020,15,1,1,1,2,1,1,0
13,2,9,5,4120,40,1,1,1,2,1,1,0
84,1,23,1,4120,40,1,4,1,2,1,2,1
65,1,17,3,4020,40,2,1,1,2,1,1,0
6,1,3,5,4120,40,1,3,1,2,1,1,0
41,2,20,1,4120,40,1,1,1,2,1,1,0
